""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"
"Tery_2692"	135	196	164	83	124	161	85	"    37.02"	"    30.15"	"    30.05"	"    27.35"	"    22.52"	"    28.84"	"    23.96"	" 5.2108"	" 4.9146"	" 4.9098"	" 4.7738"	" 4.4939"	" 4.8506"	" 4.5832"
"Tery_2693"	190	274	271	114	202	282	171	"    52.11"	"    42.15"	"    49.66"	"    37.56"	"    36.69"	"    50.52"	"    48.20"	" 5.7037"	" 5.3978"	" 5.6342"	" 5.2315"	" 5.1977"	" 5.6590"	" 5.5913"
"Tery_2694"	120	187	211	48	88	182	112	"    32.91"	"    28.77"	"    38.66"	"    15.81"	"    15.98"	"    32.60"	"    31.57"	" 5.0409"	" 4.8468"	" 5.2732"	" 3.9841"	" 3.9994"	" 5.0274"	" 4.9810"
"Tery_2695"	311	782	557	304	432	1086	367	"    85.29"	"   120.29"	"   102.06"	"   100.16"	"    78.46"	"   194.55"	"   103.45"	" 6.4145"	" 6.9105"	" 6.6734"	" 6.6463"	" 6.2941"	" 7.6040"	" 6.6930"
"Tery_2696"	722	1040	964	353	741	793	535	"   198.01"	"   159.98"	"   176.64"	"   116.30"	"   134.59"	"   142.06"	"   150.81"	" 7.6295"	" 7.3219"	" 7.4647"	" 6.8619"	" 7.0725"	" 7.1504"	" 7.2367"
"Tery_2697"	434	892	776	460	929	635	559	"   119.02"	"   137.22"	"   142.19"	"   151.56"	"   168.73"	"   113.75"	"   157.57"	" 6.8952"	" 7.1004"	" 7.1518"	" 7.2438"	" 7.3987"	" 6.8299"	" 7.3000"
"Tery_2698"	192	459	320	161	372	432	171	"    52.66"	"    70.61"	"    58.63"	"    53.04"	"    67.57"	"    77.39"	"    48.20"	" 5.7188"	" 6.1420"	" 5.8739"	" 5.7294"	" 6.0784"	" 6.2742"	" 5.5913"
"Tery_2699"	223	351	339	115	258	207	172	"    61.16"	"    53.99"	"    62.12"	"    37.89"	"    46.86"	"    37.08"	"    48.48"	" 5.9347"	" 5.7550"	" 5.9571"	" 5.2441"	" 5.5506"	" 5.2130"	" 5.5997"
"Tery_2700"	717	1545	1373	445	1276	799	815	"   196.64"	"   237.67"	"   251.58"	"   146.61"	"   231.76"	"   143.13"	"   229.74"	" 7.6195"	" 7.8929"	" 7.9749"	" 7.1960"	" 7.8565"	" 7.1613"	" 7.8439"
"Tery_2701"	423	792	614	387	748	489	449	"   116.01"	"   121.83"	"   112.50"	"   127.50"	"   135.86"	"    87.60"	"   126.57"	" 6.8582"	" 6.9289"	" 6.8140"	" 6.9945"	" 7.0861"	" 6.4530"	" 6.9839"
"Tery_2702"	106	210	177	85	219	190	117	"    29.07"	"    32.30"	"    32.43"	"    28.00"	"    39.78"	"    34.04"	"    32.98"	" 4.8620"	" 5.0141"	" 5.0198"	" 4.8081"	" 5.3142"	" 5.0894"	" 5.0440"
"Tery_2703"	451	947	772	310	557	795	428	"   123.69"	"   145.68"	"   141.46"	"   102.13"	"   101.17"	"   142.42"	"   120.65"	" 6.9507"	" 7.1867"	" 7.1443"	" 6.6745"	" 6.6607"	" 7.1541"	" 6.9148"
"Tery_2704"	272	422	371	356	513	627	310	"    74.60"	"    64.92"	"    67.98"	"   117.29"	"    93.18"	"   112.32"	"    87.38"	" 6.2212"	" 6.0207"	" 6.0872"	" 6.8741"	" 6.5420"	" 6.8116"	" 6.4495"
"Tery_2705"	2616	5344	4974	2848	5072	6733	3535	"   717.44"	"   822.06"	"   911.40"	"   938.32"	"   921.22"	"  1206.16"	"   996.47"	" 9.4867"	" 9.6831"	" 9.8320"	" 9.8740"	" 9.8474"	"10.2362"	" 9.9607"
"Tery_2706"	71	99	100	66	137	112	84	"    19.47"	"    15.23"	"    18.32"	"    21.74"	"    24.88"	"    20.06"	"    23.68"	" 4.2841"	" 3.9297"	" 4.1964"	" 4.4433"	" 4.6377"	" 4.3272"	" 4.5661"
"Tery_2707"	1512	2354	1786	1465	2022	3052	1268	"   414.67"	"   362.11"	"   327.25"	"   482.67"	"   367.25"	"   546.74"	"   357.43"	" 8.6958"	" 8.5003"	" 8.3543"	" 8.9149"	" 8.5207"	" 9.0947"	" 8.4816"
"Tery_2708"	458	687	609	365	792	612	419	"   125.61"	"   105.68"	"   111.59"	"   120.26"	"   143.85"	"   109.63"	"   118.11"	" 6.9729"	" 6.7237"	" 6.8022"	" 6.9101"	" 7.1685"	" 6.7767"	" 6.8841"
"Tery_2710"	2623	4726	5032	3232	6624	6481	3388	"   719.36"	"   727.00"	"   922.02"	"  1064.84"	"  1203.10"	"  1161.01"	"   955.03"	" 9.4906"	" 9.5058"	" 9.8487"	"10.0564"	"10.2326"	"10.1812"	" 9.8994"
"Tery_R0024"	13817	2744	13556	13586	14437	8196	74847	"  3789.31"	"   422.11"	"  2483.89"	"  4476.15"	"  2622.16"	"  1468.24"	" 21098.29"	"11.8877"	" 8.7215"	"11.2784"	"12.1280"	"11.3565"	"10.5199"	"14.3648"
"Tery_2711"	249	403	343	261	403	343	239	"    68.29"	"    61.99"	"    62.85"	"    85.99"	"    73.20"	"    61.45"	"    67.37"	" 6.0938"	" 5.9543"	" 5.9740"	" 6.4263"	" 6.1939"	" 5.9415"	" 6.0743"
"Tery_2712"	80	95	98	45	127	108	39	"    21.94"	"    14.61"	"    17.96"	"    14.83"	"    23.07"	"    19.35"	"    10.99"	" 4.4561"	" 3.8702"	" 4.1673"	" 3.8910"	" 4.5284"	" 4.2748"	" 3.4599"
"Tery_2713"	524	697	768	549	902	630	671	"   143.71"	"   107.22"	"   140.72"	"   180.88"	"   163.83"	"   112.86"	"   189.15"	" 7.1671"	" 6.7445"	" 7.1368"	" 7.4990"	" 7.3561"	" 6.8185"	" 7.5634"
"Tery_R0025"	2242	1769	5487	2141	5373	2447	5963	"   614.87"	"   272.12"	"  1005.39"	"   705.39"	"   975.89"	"   438.36"	"  1680.88"	" 9.2642"	" 8.0882"	" 9.9736"	" 9.4623"	" 9.9306"	" 8.7760"	"10.7150"
"Tery_2714"	28	42	37	14	35	24	28	"     7.68"	"     6.46"	"     6.78"	"     4.61"	"     6.36"	"     4.30"	"     7.89"	" 2.9428"	" 2.6939"	" 2.7633"	" 2.2087"	" 2.6706"	" 2.1075"	" 2.9824"
"Tery_2715"	282	613	455	267	549	632	283	"    77.34"	"    94.30"	"    83.37"	"    87.97"	"    99.71"	"   113.22"	"    79.77"	" 6.2733"	" 6.5593"	" 6.3816"	" 6.4591"	" 6.6399"	" 6.8231"	" 6.3180"
"Tery_2716"	379	700	494	333	770	582	307	"   103.94"	"   107.68"	"    90.52"	"   109.71"	"   139.85"	"   104.26"	"    86.54"	" 6.6998"	" 6.7507"	" 6.5003"	" 6.7777"	" 7.1279"	" 6.7042"	" 6.4354"
"Tery_2717"	43	99	79	29	65	84	44	"    11.79"	"    15.23"	"    14.48"	"     9.55"	"    11.81"	"    15.05"	"    12.40"	" 3.5611"	" 3.9297"	" 3.8565"	" 3.2577"	" 3.5626"	" 3.9124"	" 3.6338"
"Tery_2720"	82	111	94	54	83	100	63	"    22.49"	"    17.08"	"    17.22"	"    17.79"	"    15.08"	"    17.91"	"    17.76"	" 4.4918"	" 4.0947"	" 4.1072"	" 4.1539"	" 3.9151"	" 4.1638"	" 4.1513"
"Tery_2721"	156	317	236	120	278	275	171	"    42.78"	"    48.76"	"    43.24"	"    39.54"	"    50.49"	"    49.26"	"    48.20"	" 5.4193"	" 5.6080"	" 5.4347"	" 5.3055"	" 5.6583"	" 5.6227"	" 5.5913"
"Tery_2723"	197	266	266	225	345	326	167	"    54.03"	"    40.92"	"    48.74"	"    74.13"	"    62.66"	"    58.40"	"    47.07"	" 5.7559"	" 5.3550"	" 5.6073"	" 6.2122"	" 5.9697"	" 5.8681"	" 5.5572"
"Tery_2724"	190	250	186	153	187	267	122	"    52.11"	"    38.46"	"    34.08"	"    50.41"	"    33.96"	"    47.83"	"    34.39"	" 5.7037"	" 5.2656"	" 5.0913"	" 5.6559"	" 5.0864"	" 5.5802"	" 5.1043"
"Tery_2725"	60	82	59	28	80	73	30	"    16.46"	"    12.61"	"    10.81"	"     9.23"	"    14.53"	"    13.08"	"     8.46"	" 4.0413"	" 3.6581"	" 3.4357"	" 3.2071"	" 3.8620"	" 3.7101"	" 3.0818"
"Tery_2726"	43	59	54	36	66	50	45	"    11.79"	"     9.08"	"     9.89"	"    11.86"	"    11.99"	"     8.96"	"    12.68"	" 3.5611"	" 3.1836"	" 3.3081"	" 3.5693"	" 3.5847"	" 3.1646"	" 3.6662"
"Tery_2728"	1094	2710	2150	872	2008	2202	1264	"   300.03"	"   416.88"	"   393.95"	"   287.30"	"   364.71"	"   394.47"	"   356.30"	" 8.2290"	" 8.7035"	" 8.6219"	" 8.1664"	" 8.5106"	" 8.6238"	" 8.4770"
"Tery_2729"	189	286	217	200	298	220	131	"    51.83"	"    44.00"	"    39.76"	"    65.89"	"    54.13"	"    39.41"	"    36.93"	" 5.6961"	" 5.4596"	" 5.3137"	" 6.0423"	" 5.7585"	" 5.3009"	" 5.2070"
"Tery_2731"	144	210	165	94	176	175	126	"    39.49"	"    32.30"	"    30.23"	"    30.97"	"    31.97"	"    31.35"	"    35.52"	" 5.3039"	" 5.0141"	" 4.9185"	" 4.9533"	" 4.9989"	" 4.9708"	" 5.1509"
"Tery_2732"	1048	2044	1844	687	1889	1051	1235	"   287.41"	"   314.43"	"   337.88"	"   226.34"	"   343.10"	"   188.28"	"   348.13"	" 8.1670"	" 8.2966"	" 8.4004"	" 7.8224"	" 8.4225"	" 7.5568"	" 8.4435"
"Tery_2733"	1414	4402	2694	1299	3193	3472	1725	"   387.79"	"   677.16"	"   493.63"	"   427.98"	"   579.94"	"   621.98"	"   486.25"	" 8.5992"	" 9.4034"	" 8.9473"	" 8.7414"	" 9.1798"	" 9.2807"	" 8.9256"
"Tery_2734"	286	644	576	305	603	818	404	"    78.44"	"    99.07"	"   105.54"	"   100.49"	"   109.52"	"   146.54"	"   113.88"	" 6.2936"	" 6.6305"	" 6.7218"	" 6.6510"	" 6.7752"	" 7.1952"	" 6.8315"
"Tery_2735"	173	300	311	146	335	213	202	"    47.45"	"    46.15"	"    56.99"	"    48.10"	"    60.85"	"    38.16"	"    56.94"	" 5.5685"	" 5.5285"	" 5.8328"	" 5.5883"	" 5.9273"	" 5.2543"	" 5.8316"
"Tery_2736"	328	757	533	303	646	457	385	"    89.95"	"   116.45"	"    97.66"	"    99.83"	"   117.33"	"    81.87"	"   108.53"	" 6.4913"	" 6.8637"	" 6.6099"	" 6.6415"	" 6.8746"	" 6.3554"	" 6.7620"
"Tery_2737"	776	1889	1627	634	1394	1103	997	"   212.82"	"   290.58"	"   298.12"	"   208.88"	"   253.19"	"   197.59"	"   281.04"	" 7.7335"	" 8.1829"	" 8.2198"	" 7.7066"	" 7.9841"	" 7.6265"	" 8.1347"
"Tery_2738"	118	194	119	85	164	169	76	"    32.36"	"    29.84"	"    21.80"	"    28.00"	"    29.79"	"    30.27"	"    21.42"	" 5.0167"	" 4.8998"	" 4.4472"	" 4.8081"	" 4.8971"	" 4.9205"	" 4.4218"
"Tery_2739"	105	193	183	93	182	129	96	"    28.80"	"    29.69"	"    33.53"	"    30.64"	"    33.06"	"    23.11"	"    27.06"	" 4.8483"	" 4.8923"	" 5.0679"	" 4.9378"	" 5.0473"	" 4.5310"	" 4.7587"
"Tery_2740"	340	554	507	310	622	516	458	"    93.25"	"    85.22"	"    92.90"	"   102.13"	"   112.97"	"    92.44"	"   129.10"	" 6.5431"	" 6.4133"	" 6.5377"	" 6.6745"	" 6.8200"	" 6.5306"	" 7.0125"
"Tery_2741"	1933	4008	3516	1758	2997	4630	2062	"   530.13"	"   616.55"	"   644.24"	"   579.20"	"   544.34"	"   829.42"	"   581.25"	" 9.0502"	" 9.2681"	" 9.3315"	" 9.1780"	" 9.0884"	" 9.6960"	" 9.1830"
"Tery_2742"	352	683	528	376	664	545	341	"    96.54"	"   105.07"	"    96.75"	"   123.88"	"   120.60"	"    97.63"	"    96.12"	" 6.5931"	" 6.7153"	" 6.5963"	" 6.9529"	" 6.9142"	" 6.6094"	" 6.5870"
"Tery_2743"	1223	2532	2506	978	2195	1650	1772	"   335.41"	"   389.49"	"   459.18"	"   322.22"	"   398.67"	"   295.58"	"   499.50"	" 8.3898"	" 8.6055"	" 8.8429"	" 8.3319"	" 8.6391"	" 8.2075"	" 8.9644"
"Tery_2744"	761	1703	1574	656	1470	1081	938	"   208.70"	"   261.97"	"   288.41"	"   216.13"	"   266.99"	"   193.65"	"   264.41"	" 7.7054"	" 8.0333"	" 8.1720"	" 7.7558"	" 8.0607"	" 7.5974"	" 8.0467"
"Tery_2745"	968	1991	1824	818	1849	1188	1168	"   265.47"	"   306.27"	"   334.22"	"   269.50"	"   335.83"	"   212.82"	"   329.24"	" 8.0525"	" 8.2587"	" 8.3847"	" 8.0742"	" 8.3916"	" 7.7336"	" 8.3631"
"Tery_2747"	1883	3556	2796	1880	3427	2610	1877	"   516.41"	"   547.02"	"   512.32"	"   619.40"	"   622.44"	"   467.56"	"   529.10"	" 9.0124"	" 9.0955"	" 9.0009"	" 9.2747"	" 9.2818"	" 8.8690"	" 9.0474"
"Tery_2748"	283	520	324	226	466	341	218	"    77.61"	"    79.99"	"    59.37"	"    74.46"	"    84.64"	"    61.09"	"    61.45"	" 6.2784"	" 6.3219"	" 5.8918"	" 6.2186"	" 6.4034"	" 5.9330"	" 5.9416"
"Tery_2749"	407	681	485	462	706	853	405	"   111.62"	"   104.76"	"    88.87"	"   152.21"	"   128.23"	"   152.81"	"   114.16"	" 6.8026"	" 6.7110"	" 6.4737"	" 7.2501"	" 7.0027"	" 7.2557"	" 6.8351"
"Tery_2750"	437	685	515	335	449	846	355	"   119.85"	"   105.37"	"    94.36"	"   110.37"	"    81.55"	"   151.55"	"   100.07"	" 6.9052"	" 6.7195"	" 6.5603"	" 6.7864"	" 6.3498"	" 7.2438"	" 6.6450"
"Tery_2751"	163	266	227	150	246	257	152	"    44.70"	"    40.92"	"    41.59"	"    49.42"	"    44.68"	"    46.04"	"    42.85"	" 5.4826"	" 5.3550"	" 5.3786"	" 5.6273"	" 5.4819"	" 5.5251"	" 5.4214"
"Tery_2752"	219	317	265	179	357	231	163	"    60.06"	"    48.76"	"    48.56"	"    58.97"	"    64.84"	"    41.38"	"    45.95"	" 5.9086"	" 5.6080"	" 5.6019"	" 5.8823"	" 6.0191"	" 5.3713"	" 5.5222"
"Tery_2753"	84	157	80	83	132	68	62	"    23.04"	"    24.15"	"    14.66"	"    27.35"	"    23.97"	"    12.18"	"    17.48"	" 4.5265"	" 4.5946"	" 3.8747"	" 4.7738"	" 4.5841"	" 3.6078"	" 4.1282"
"Tery_2754"	44	137	89	30	98	65	60	"    12.07"	"    21.07"	"    16.31"	"     9.88"	"    17.80"	"    11.64"	"    16.91"	" 3.5942"	" 4.3981"	" 4.0284"	" 3.3066"	" 4.1546"	" 3.5428"	" 4.0809"
"Tery_2755"	463	844	616	330	434	885	429	"   126.98"	"   129.83"	"   112.87"	"   108.72"	"    78.83"	"   158.54"	"   120.93"	" 6.9885"	" 7.0206"	" 6.8187"	" 6.7647"	" 6.3008"	" 7.3088"	" 6.9181"
"Tery_2756"	196	347	268	123	223	310	169	"    53.75"	"    53.38"	"    49.11"	"    40.52"	"    40.50"	"    55.53"	"    47.64"	" 5.7485"	" 5.7385"	" 5.6181"	" 5.3411"	" 5.3403"	" 5.7956"	" 5.5744"
"Tery_2757"	47	64	45	29	60	54	34	"    12.89"	"     9.85"	"     8.25"	"     9.55"	"    10.90"	"     9.67"	"     9.58"	" 3.6893"	" 3.3009"	" 3.0453"	" 3.2577"	" 3.4473"	" 3.2755"	" 3.2621"
"Tery_2758"	34	50	37	40	67	68	32	"     9.32"	"     7.69"	"     6.78"	"    13.18"	"    12.17"	"    12.18"	"     9.02"	" 3.2226"	" 2.9451"	" 2.7633"	" 3.7212"	" 3.6063"	" 3.6078"	" 3.1748"
"Tery_2759"	62	95	85	68	76	132	51	"    17.00"	"    14.61"	"    15.57"	"    22.40"	"    13.80"	"    23.65"	"    14.38"	" 4.0886"	" 3.8702"	" 3.9621"	" 4.4863"	" 3.7880"	" 4.5642"	" 3.8466"
"Tery_2760"	57	91	63	31	62	75	45	"    15.63"	"    14.00"	"    11.54"	"    10.21"	"    11.26"	"    13.44"	"    12.68"	" 3.9674"	" 3.8082"	" 3.5303"	" 3.3538"	" 3.4945"	" 3.7491"	" 3.6662"
"Tery_2761"	31	83	48	24	42	59	39	"     8.50"	"    12.77"	"     8.80"	"     7.91"	"     7.63"	"    10.57"	"    10.99"	" 3.0895"	" 3.6756"	" 3.1383"	" 2.9850"	" 2.9333"	" 3.4032"	" 3.4599"
"Tery_2762"	28	42	53	26	48	29	32	"     7.68"	"     6.46"	"     9.71"	"     8.57"	"     8.72"	"     5.20"	"     9.02"	" 2.9428"	" 2.6939"	" 3.2811"	" 3.1003"	" 3.1257"	" 2.3799"	" 3.1748"
"Tery_2763"	228	249	250	220	370	216	162	"    62.53"	"    38.30"	"    45.81"	"    72.48"	"    67.20"	"    38.69"	"    45.67"	" 5.9667"	" 5.2598"	" 5.5178"	" 6.1798"	" 6.0707"	" 5.2744"	" 5.5133"
"Tery_2764"	13	32	37	10	26	26	20	"     3.57"	"     4.92"	"     6.78"	"     3.29"	"     4.72"	"     4.66"	"     5.64"	" 1.8380"	" 2.3023"	" 2.7633"	" 1.7245"	" 2.2426"	" 2.2227"	" 2.4977"
"Tery_2765"	54	113	100	47	103	76	52	"    14.81"	"    17.38"	"    18.32"	"    15.48"	"    18.71"	"    13.61"	"    14.66"	" 3.8894"	" 4.1204"	" 4.1964"	" 3.9537"	" 4.2263"	" 3.7682"	" 3.8746"
"Tery_2766"	94	140	132	93	126	113	99	"    25.78"	"    21.54"	"    24.19"	"    30.64"	"    22.89"	"    20.24"	"    27.91"	" 4.6887"	" 4.4294"	" 4.5967"	" 4.9378"	" 4.5170"	" 4.3401"	" 4.8031"
"Tery_2767"	124	148	114	113	132	152	78	"    34.01"	"    22.77"	"    20.89"	"    37.23"	"    23.97"	"    27.23"	"    21.99"	" 5.0882"	" 4.5095"	" 4.3853"	" 5.2188"	" 4.5841"	" 4.7676"	" 4.4592"
"Tery_2768"	60	95	85	45	88	64	56	"    16.46"	"    14.61"	"    15.57"	"    14.83"	"    15.98"	"    11.47"	"    15.79"	" 4.0413"	" 3.8702"	" 3.9621"	" 3.8910"	" 3.9994"	" 3.5204"	" 3.9815"
"Tery_2769"	36	61	56	39	54	52	33	"     9.87"	"     9.38"	"    10.26"	"    12.85"	"     9.81"	"     9.32"	"     9.30"	" 3.3049"	" 3.2317"	" 3.3605"	" 3.6847"	" 3.2954"	" 3.2212"	" 3.2191"
"Tery_2770"	16	30	12	20	27	21	13	"     4.39"	"     4.61"	"     2.20"	"     6.59"	"     4.90"	"     3.76"	"     3.66"	" 2.1368"	" 2.2094"	" 1.1433"	" 2.7223"	" 2.2969"	" 1.9153"	" 1.8776"
"Tery_2771"	129	228	158	57	98	179	105	"    35.38"	"    35.07"	"    28.95"	"    18.78"	"    17.80"	"    32.07"	"    29.60"	" 5.1452"	" 5.1327"	" 4.8560"	" 4.2319"	" 4.1546"	" 5.0034"	" 4.8879"
"Tery_2772"	192	350	203	163	171	343	128	"    52.66"	"    53.84"	"    37.20"	"    53.70"	"    31.06"	"    61.45"	"    36.08"	" 5.7188"	" 5.7509"	" 5.2175"	" 5.7472"	" 4.9574"	" 5.9415"	" 5.1736"
"Tery_2773"	173	316	327	137	178	317	192	"    47.45"	"    48.61"	"    59.92"	"    45.14"	"    32.33"	"    56.79"	"    54.12"	" 5.5685"	" 5.6035"	" 5.9051"	" 5.4966"	" 5.0152"	" 5.8278"	" 5.7584"
"Tery_2774"	132	293	241	89	169	261	148	"    36.20"	"    45.07"	"    44.16"	"    29.32"	"    30.70"	"    46.76"	"    41.72"	" 5.1784"	" 5.4945"	" 5.4650"	" 4.8744"	" 4.9404"	" 5.5474"	" 5.3830"
"Tery_2776"	3	7	3	1	5	5	3	"     0.82"	"     1.08"	"     0.55"	"     0.33"	"     0.91"	"     0.90"	"     0.85"	"-0.2640"	" 0.1201"	"-0.8373"	"-1.5587"	"-0.1232"	"-0.1429"	"-0.2249"
"Tery_2777"	406	631	590	763	1075	969	418	"   111.35"	"    97.07"	"   108.11"	"   251.38"	"   195.25"	"   173.59"	"   117.83"	" 6.7990"	" 6.6010"	" 6.7564"	" 7.9738"	" 7.6093"	" 7.4396"	" 6.8807"
"Tery_2779"	74	130	113	67	139	156	56	"    20.29"	"    20.00"	"    20.71"	"    22.07"	"    25.25"	"    27.95"	"    15.79"	" 4.3437"	" 4.3225"	" 4.3726"	" 4.4650"	" 4.6586"	" 4.8051"	" 3.9815"
"Tery_2780"	166	358	297	117	249	239	165	"    45.53"	"    55.07"	"    54.42"	"    38.55"	"    45.23"	"    42.81"	"    46.51"	" 5.5089"	" 5.7835"	" 5.7663"	" 5.2689"	" 5.4994"	" 5.4204"	" 5.5398"
"Tery_2781"	383	742	652	263	642	526	421	"   105.04"	"   114.14"	"   119.47"	"    86.65"	"   116.61"	"    94.23"	"   118.67"	" 6.7149"	" 6.8348"	" 6.9006"	" 6.4373"	" 6.8656"	" 6.5582"	" 6.8910"
"Tery_2782"	387	850	583	328	703	597	356	"   106.13"	"   130.75"	"   106.82"	"   108.07"	"   127.68"	"   106.95"	"   100.35"	" 6.7299"	" 7.0308"	" 6.7392"	" 6.7559"	" 6.9966"	" 6.7409"	" 6.6491"
"Tery_2783"	532	1032	817	392	970	785	484	"   145.90"	"   158.75"	"   149.70"	"   129.15"	"   176.18"	"   140.63"	"   136.43"	" 7.1889"	" 7.3107"	" 7.2260"	" 7.0130"	" 7.4610"	" 7.1358"	" 7.0922"
"Tery_2784"	38	76	60	31	75	44	30	"    10.42"	"    11.69"	"    10.99"	"    10.21"	"    13.62"	"     7.88"	"     8.46"	" 3.3829"	" 3.5486"	" 3.4599"	" 3.3538"	" 3.7689"	" 2.9804"	" 3.0818"
"Tery_2785"	304	761	623	218	390	653	356	"    83.37"	"   117.06"	"   114.15"	"    71.82"	"    70.83"	"   116.98"	"   100.35"	" 6.3817"	" 6.8713"	" 6.8350"	" 6.1666"	" 6.1466"	" 6.8702"	" 6.6491"
"Tery_2786"	235	563	532	231	351	577	227	"    64.45"	"    86.61"	"    97.48"	"    76.11"	"    63.75"	"   103.36"	"    63.99"	" 6.0103"	" 6.4366"	" 6.6072"	" 6.2501"	" 5.9946"	" 6.6917"	" 6.0000"
"Tery_2787"	114	231	208	75	135	140	143	"    31.26"	"    35.53"	"    38.11"	"    24.71"	"    24.52"	"    25.08"	"    40.31"	" 4.9669"	" 5.1516"	" 5.2526"	" 4.6276"	" 4.6165"	" 4.6490"	" 5.3334"
"Tery_2788"	2370	4053	3027	1643	3900	1910	2525	"   649.97"	"   623.47"	"   554.64"	"   541.32"	"   708.35"	"   342.16"	"   711.76"	" 9.3443"	" 9.2842"	" 9.1154"	" 9.0804"	" 9.4683"	" 8.4186"	" 9.4753"
"Tery_2793"	178	354	259	170	286	346	222	"    48.82"	"    54.46"	"    47.46"	"    56.01"	"    51.95"	"    61.98"	"    62.58"	" 5.6096"	" 5.7673"	" 5.5689"	" 5.8079"	" 5.6992"	" 5.9540"	" 5.9678"
"Tery_2795"	1	8	6	5	12	12	3	"     0.27"	"     1.23"	"     1.10"	"     1.65"	"     2.18"	"     2.15"	"     0.85"	"-1.8148"	" 0.3111"	" 0.1498"	" 0.7289"	" 1.1306"	" 1.1108"	"-0.2249"
"Tery_2796"	2199	3975	6104	2469	7100	3471	4235	"   603.08"	"   611.47"	"  1118.45"	"   813.46"	"  1289.56"	"   621.80"	"  1193.79"	" 9.2362"	" 9.2562"	"10.1273"	" 9.6679"	"10.3327"	" 9.2803"	"10.2213"
"Tery_2797"	130	228	207	125	260	158	133	"    35.65"	"    35.07"	"    37.93"	"    41.18"	"    47.22"	"    28.30"	"    37.49"	" 5.1563"	" 5.1327"	" 5.2456"	" 5.3643"	" 5.5617"	" 4.8235"	" 5.2288"
"Tery_2798"	294	485	439	273	461	457	269	"    80.63"	"    74.61"	"    80.44"	"    89.94"	"    83.73"	"    81.87"	"    75.83"	" 6.3334"	" 6.2214"	" 6.3300"	" 6.4911"	" 6.3879"	" 6.3554"	" 6.2448"
"Tery_2799"	344	594	562	285	523	720	342	"    94.34"	"    91.37"	"   102.98"	"    93.90"	"    94.99"	"   128.98"	"    96.40"	" 6.5600"	" 6.5139"	" 6.6863"	" 6.5532"	" 6.5699"	" 7.0111"	" 6.5912"
"Tery_2800"	620	1514	1217	565	1126	1433	734	"   170.04"	"   232.90"	"   222.99"	"   186.15"	"   204.51"	"   256.71"	"   206.90"	" 7.4098"	" 7.8636"	" 7.8009"	" 7.5404"	" 7.6761"	" 8.0040"	" 7.6929"
"Tery_2801"	349	422	340	407	476	535	329	"    95.71"	"    64.92"	"    62.30"	"   134.09"	"    86.45"	"    95.84"	"    92.74"	" 6.5808"	" 6.0207"	" 5.9614"	" 7.0672"	" 6.4340"	" 6.5827"	" 6.5353"
"Tery_2802"	158	232	176	128	215	174	100	"    43.33"	"    35.69"	"    32.25"	"    42.17"	"    39.05"	"    31.17"	"    28.19"	" 5.4377"	" 5.1578"	" 5.0116"	" 5.3986"	" 5.2876"	" 4.9626"	" 4.8175"
"Tery_2803"	266	698	449	241	432	421	309	"    72.95"	"   107.37"	"    82.27"	"    79.40"	"    78.46"	"    75.42"	"    87.10"	" 6.1890"	" 6.7466"	" 6.3625"	" 6.3113"	" 6.2941"	" 6.2370"	" 6.4448"
"Tery_2804"	146	271	258	140	294	231	153	"    40.04"	"    41.69"	"    47.27"	"    46.13"	"    53.40"	"    41.38"	"    43.13"	" 5.3237"	" 5.3819"	" 5.5633"	" 5.5278"	" 5.7390"	" 5.3713"	" 5.4309"
"Tery_2805"	396	768	608	328	628	556	398	"   108.60"	"   118.14"	"   111.41"	"   108.07"	"   114.06"	"    99.60"	"   112.19"	" 6.7631"	" 6.8845"	" 6.7998"	" 6.7559"	" 6.8338"	" 6.6383"	" 6.8099"
"Tery_2806"	117	129	118	73	121	127	76	"    32.09"	"    19.84"	"    21.62"	"    24.05"	"    21.98"	"    22.75"	"    21.42"	" 5.0044"	" 4.3114"	" 4.4351"	" 4.5886"	" 4.4586"	" 4.5085"	" 4.4218"
"Tery_2807"	316	598	530	322	618	488	316	"    86.66"	"    91.99"	"    97.11"	"   106.09"	"   112.25"	"    87.42"	"    89.08"	" 6.4375"	" 6.5236"	" 6.6017"	" 6.7293"	" 6.8107"	" 6.4501"	" 6.4771"
"Tery_2808"	24	35	25	22	26	51	20	"     6.58"	"     5.38"	"     4.58"	"     7.25"	"     4.72"	"     9.14"	"     5.64"	" 2.7207"	" 2.4314"	" 2.1987"	" 2.8596"	" 2.2426"	" 3.1932"	" 2.4977"
